rl_ID,rl_Branch,rl_Route,rl_CompleteTime,ri_Prompt,ri_Response
25226,12,13,6/22/22 5:01 AM,Any comments?,NULL
25226,12,13,6/22/22 5:01 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25230,12,38,6/22/22 4:57 AM,What is the vehicle number?,12760
25230,12,38,6/22/22 4:57 AM,What is the mileage of the vehicle?,180828
25230,12,38,6/22/22 4:57 AM,Has a vehicle inspection been performed?,Yes
25230,12,38,6/22/22 4:57 AM,Is the vehicle free of engine and mechanical issues?,Yes
25230,12,38,6/22/22 4:57 AM,"If engine or mechanical issues, do you have any comments?",NULL
25230,12,38,6/22/22 4:57 AM,Have all fluid levels been checked?,Yes
25230,12,38,6/22/22 4:57 AM,Are all tires within serviceable specs?,Yes
25230,12,38,6/22/22 4:57 AM,Is the lift gate operational and safe?,Yes
25230,12,38,6/22/22 4:57 AM,Any comments?,air need fixed in the truck and it needs a new license plate 
25230,12,38,6/22/22 4:57 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25228,12,32,6/22/22 3:48 AM,What is the vehicle number?,13676
25228,12,32,6/22/22 3:48 AM,What is the mileage of the vehicle?,131455
25228,12,32,6/22/22 3:48 AM,Has a vehicle inspection been performed?,Yes
25228,12,32,6/22/22 3:48 AM,Is the vehicle free of engine and mechanical issues?,Yes
25228,12,32,6/22/22 3:48 AM,"If engine or mechanical issues, do you have any comments?",NULL
25228,12,32,6/22/22 3:48 AM,Have all fluid levels been checked?,Yes
25228,12,32,6/22/22 3:48 AM,Are all tires within serviceable specs?,Yes
25228,12,32,6/22/22 3:48 AM,Is the lift gate operational and safe?,Yes
25228,12,32,6/22/22 3:48 AM,Any comments?,NULL
25228,12,32,6/22/22 3:48 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25185,12,35,6/21/22 6:35 AM,What is the vehicle number?,11942
25185,12,35,6/21/22 6:35 AM,What is the mileage of the vehicle?,90542
25185,12,35,6/21/22 6:35 AM,Has a vehicle inspection been performed?,Yes
25185,12,35,6/21/22 6:35 AM,Is the vehicle free of engine and mechanical issues?,Yes
25185,12,35,6/21/22 6:35 AM,"If engine or mechanical issues, do you have any comments?",NULL
25185,12,35,6/21/22 6:35 AM,Have all fluid levels been checked?,Yes
25185,12,35,6/21/22 6:35 AM,Are all tires within serviceable specs?,Yes
25185,12,35,6/21/22 6:35 AM,Is the lift gate operational and safe?,Yes
25185,12,35,6/21/22 6:35 AM,Any comments?,NULL
25185,12,35,6/21/22 6:35 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25186,12,38,6/21/22 5:59 AM,What is the vehicle number?,12760
25186,12,38,6/21/22 5:59 AM,What is the mileage of the vehicle?,180705
25186,12,38,6/21/22 5:59 AM,Has a vehicle inspection been performed?,Yes
25186,12,38,6/21/22 5:59 AM,Is the vehicle free of engine and mechanical issues?,Yes
25186,12,38,6/21/22 5:59 AM,"If engine or mechanical issues, do you have any comments?",NULL
25186,12,38,6/21/22 5:59 AM,Have all fluid levels been checked?,Yes
25186,12,38,6/21/22 5:59 AM,Are all tires within serviceable specs?,Yes
25186,12,38,6/21/22 5:59 AM,Is the lift gate operational and safe?,Yes
25186,12,38,6/21/22 5:59 AM,Any comments?,license plate is unreadable I've been pulled over for it and my air conditioning in the truck doesn't work 
25186,12,38,6/21/22 5:59 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",Yes
25183,12,13,6/21/22 5:55 AM,What is the vehicle number?,12095
25183,12,13,6/21/22 5:55 AM,What is the mileage of the vehicle?,107490
25183,12,13,6/21/22 5:55 AM,Has a vehicle inspection been performed?,Yes
25183,12,13,6/21/22 5:55 AM,Is the vehicle free of engine and mechanical issues?,Yes
25183,12,13,6/21/22 5:55 AM,"If engine or mechanical issues, do you have any comments?",NULL
25183,12,13,6/21/22 5:55 AM,Have all fluid levels been checked?,Yes
25183,12,13,6/21/22 5:55 AM,Are all tires within serviceable specs?,Yes
25183,12,13,6/21/22 5:55 AM,Is the lift gate operational and safe?,Yes
25183,12,13,6/21/22 5:55 AM,Any comments?,NULL
25183,12,13,6/21/22 5:55 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25182,12,3,6/21/22 4:58 AM,What is the vehicle number?,12096
25182,12,3,6/21/22 4:58 AM,What is the mileage of the vehicle?,116399
25182,12,3,6/21/22 4:58 AM,Has a vehicle inspection been performed?,Yes
25182,12,3,6/21/22 4:58 AM,Is the vehicle free of engine and mechanical issues?,Yes
25182,12,3,6/21/22 4:58 AM,"If engine or mechanical issues, do you have any comments?",NULL
25182,12,3,6/21/22 4:58 AM,Have all fluid levels been checked?,Yes
25182,12,3,6/21/22 4:58 AM,Are all tires within serviceable specs?,Yes
25182,12,3,6/21/22 4:58 AM,Is the lift gate operational and safe?,Yes
25182,12,3,6/21/22 4:58 AM,Any comments?,NULL
25182,12,3,6/21/22 4:58 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25184,12,32,6/21/22 4:40 AM,What is the vehicle number?,13676
25184,12,32,6/21/22 4:40 AM,What is the mileage of the vehicle?,132400
25184,12,32,6/21/22 4:40 AM,Has a vehicle inspection been performed?,Yes
25184,12,32,6/21/22 4:40 AM,Is the vehicle free of engine and mechanical issues?,Yes
25184,12,32,6/21/22 4:40 AM,"If engine or mechanical issues, do you have any comments?",NULL
25184,12,32,6/21/22 4:40 AM,Have all fluid levels been checked?,Yes
25184,12,32,6/21/22 4:40 AM,Are all tires within serviceable specs?,Yes
25184,12,32,6/21/22 4:40 AM,Is the lift gate operational and safe?,Yes
25184,12,32,6/21/22 4:40 AM,Any comments?,NULL
25184,12,32,6/21/22 4:40 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25187,12,23,6/21/22 4:23 AM,What is the vehicle number?,13075
25187,12,23,6/21/22 4:23 AM,What is the mileage of the vehicle?,71085
25187,12,23,6/21/22 4:23 AM,Has a vehicle inspection been performed?,Yes
25187,12,23,6/21/22 4:23 AM,Is the vehicle free of engine and mechanical issues?,Yes
25187,12,23,6/21/22 4:23 AM,"If engine or mechanical issues, do you have any comments?",no
25187,12,23,6/21/22 4:23 AM,Have all fluid levels been checked?,Yes
25187,12,23,6/21/22 4:23 AM,Are all tires within serviceable specs?,Yes
25187,12,23,6/21/22 4:23 AM,Is the lift gate operational and safe?,Yes
25187,12,23,6/21/22 4:23 AM,Any comments?,no
25187,12,23,6/21/22 4:23 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25144,12,35,6/20/22 6:38 AM,What is the vehicle number?,11942
25144,12,35,6/20/22 6:38 AM,What is the mileage of the vehicle?,90156
25144,12,35,6/20/22 6:38 AM,Has a vehicle inspection been performed?,Yes
25144,12,35,6/20/22 6:38 AM,Is the vehicle free of engine and mechanical issues?,Yes
25144,12,35,6/20/22 6:38 AM,"If engine or mechanical issues, do you have any comments?",NULL
25144,12,35,6/20/22 6:38 AM,Have all fluid levels been checked?,Yes
25144,12,35,6/20/22 6:38 AM,Are all tires within serviceable specs?,Yes
25144,12,35,6/20/22 6:38 AM,Is the lift gate operational and safe?,Yes
25144,12,35,6/20/22 6:38 AM,Any comments?,NULL
25144,12,35,6/20/22 6:38 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25140,12,3,6/20/22 6:24 AM,What is the vehicle number?,12096
25140,12,3,6/20/22 6:24 AM,What is the mileage of the vehicle?,116223
25140,12,3,6/20/22 6:24 AM,Has a vehicle inspection been performed?,Yes
25140,12,3,6/20/22 6:24 AM,Is the vehicle free of engine and mechanical issues?,Yes
25140,12,3,6/20/22 6:24 AM,"If engine or mechanical issues, do you have any comments?",NULL
25140,12,3,6/20/22 6:24 AM,Have all fluid levels been checked?,Yes
25140,12,3,6/20/22 6:24 AM,Are all tires within serviceable specs?,Yes
25140,12,3,6/20/22 6:24 AM,Is the lift gate operational and safe?,Yes
25140,12,3,6/20/22 6:24 AM,Any comments?,NULL
25140,12,3,6/20/22 6:24 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25145,12,38,6/20/22 6:01 AM,What is the vehicle number?,12760
25145,12,38,6/20/22 6:01 AM,What is the mileage of the vehicle?,180593
25145,12,38,6/20/22 6:01 AM,Has a vehicle inspection been performed?,Yes
25145,12,38,6/20/22 6:01 AM,Is the vehicle free of engine and mechanical issues?,Yes
25145,12,38,6/20/22 6:01 AM,"If engine or mechanical issues, do you have any comments?",NULL
25145,12,38,6/20/22 6:01 AM,Have all fluid levels been checked?,Yes
25145,12,38,6/20/22 6:01 AM,Are all tires within serviceable specs?,Yes
25145,12,38,6/20/22 6:01 AM,Is the lift gate operational and safe?,Yes
25145,12,38,6/20/22 6:01 AM,Any comments?,NULL
25145,12,38,6/20/22 6:01 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25141,12,13,6/20/22 5:14 AM,What is the vehicle number?,12095
25141,12,13,6/20/22 5:14 AM,What is the mileage of the vehicle?,107345
25141,12,13,6/20/22 5:14 AM,Has a vehicle inspection been performed?,Yes
25141,12,13,6/20/22 5:14 AM,Is the vehicle free of engine and mechanical issues?,Yes
25141,12,13,6/20/22 5:14 AM,"If engine or mechanical issues, do you have any comments?",NULL
25141,12,13,6/20/22 5:14 AM,Have all fluid levels been checked?,Yes
25141,12,13,6/20/22 5:14 AM,Are all tires within serviceable specs?,Yes
25141,12,13,6/20/22 5:14 AM,Is the lift gate operational and safe?,Yes
25141,12,13,6/20/22 5:14 AM,Any comments?,NULL
25141,12,13,6/20/22 5:14 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25143,12,32,6/20/22 5:09 AM,What is the vehicle number?,13676
25143,12,32,6/20/22 5:09 AM,What is the mileage of the vehicle?,131330
25143,12,32,6/20/22 5:09 AM,Has a vehicle inspection been performed?,Yes
25143,12,32,6/20/22 5:09 AM,Is the vehicle free of engine and mechanical issues?,Yes
25143,12,32,6/20/22 5:09 AM,"If engine or mechanical issues, do you have any comments?",NULL
25143,12,32,6/20/22 5:09 AM,Have all fluid levels been checked?,Yes
25143,12,32,6/20/22 5:09 AM,Are all tires within serviceable specs?,Yes
25143,12,32,6/20/22 5:09 AM,Is the lift gate operational and safe?,Yes
25143,12,32,6/20/22 5:09 AM,Any comments?,NULL
25143,12,32,6/20/22 5:09 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25142,12,23,6/20/22 4:35 AM,What is the vehicle number?,13075
25142,12,23,6/20/22 4:35 AM,What is the mileage of the vehicle?,70972
25142,12,23,6/20/22 4:35 AM,Has a vehicle inspection been performed?,Yes
25142,12,23,6/20/22 4:35 AM,Is the vehicle free of engine and mechanical issues?,Yes
25142,12,23,6/20/22 4:35 AM,"If engine or mechanical issues, do you have any comments?",no
25142,12,23,6/20/22 4:35 AM,Have all fluid levels been checked?,Yes
25142,12,23,6/20/22 4:35 AM,Are all tires within serviceable specs?,Yes
25142,12,23,6/20/22 4:35 AM,Is the lift gate operational and safe?,Yes
25142,12,23,6/20/22 4:35 AM,Any comments?,no
25142,12,23,6/20/22 4:35 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25106,12,35,6/17/22 12:59 PM,What is the vehicle number?,11282
25106,12,35,6/17/22 12:59 PM,What is the mileage of the vehicle?,264787
25106,12,35,6/17/22 12:59 PM,Has a vehicle inspection been performed?,Yes
25106,12,35,6/17/22 12:59 PM,Is the vehicle free of engine and mechanical issues?,Yes
25106,12,35,6/17/22 12:59 PM,"If engine or mechanical issues, do you have any comments?",NULL
25106,12,35,6/17/22 12:59 PM,Have all fluid levels been checked?,Yes
25106,12,35,6/17/22 12:59 PM,Are all tires within serviceable specs?,Yes
25106,12,35,6/17/22 12:59 PM,Is the lift gate operational and safe?,Yes
25106,12,35,6/17/22 12:59 PM,Any comments?,NULL
25106,12,35,6/17/22 12:59 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25097,12,23,6/17/22 6:04 AM,What is the vehicle number?,13075
25097,12,23,6/17/22 6:04 AM,What is the mileage of the vehicle?,70887
25097,12,23,6/17/22 6:04 AM,Has a vehicle inspection been performed?,Yes
25097,12,23,6/17/22 6:04 AM,Is the vehicle free of engine and mechanical issues?,Yes
25097,12,23,6/17/22 6:04 AM,"If engine or mechanical issues, do you have any comments?",NULL
25097,12,23,6/17/22 6:04 AM,Have all fluid levels been checked?,Yes
25097,12,23,6/17/22 6:04 AM,Are all tires within serviceable specs?,Yes
25097,12,23,6/17/22 6:04 AM,Is the lift gate operational and safe?,Yes
25097,12,23,6/17/22 6:04 AM,Any comments?,NULL
25097,12,23,6/17/22 6:04 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25099,12,38,6/17/22 5:57 AM,What is the vehicle number?,12760
25099,12,38,6/17/22 5:57 AM,What is the mileage of the vehicle?,180491
25099,12,38,6/17/22 5:57 AM,Has a vehicle inspection been performed?,Yes
25099,12,38,6/17/22 5:57 AM,Is the vehicle free of engine and mechanical issues?,Yes
25099,12,38,6/17/22 5:57 AM,"If engine or mechanical issues, do you have any comments?",NULL
25099,12,38,6/17/22 5:57 AM,Have all fluid levels been checked?,Yes
25099,12,38,6/17/22 5:57 AM,Are all tires within serviceable specs?,Yes
25099,12,38,6/17/22 5:57 AM,Is the lift gate operational and safe?,Yes
25099,12,38,6/17/22 5:57 AM,Any comments?,NULL
25099,12,38,6/17/22 5:57 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25095,12,3,6/17/22 5:34 AM,What is the vehicle number?,12096
25095,12,3,6/17/22 5:34 AM,What is the mileage of the vehicle?,116015
25095,12,3,6/17/22 5:34 AM,Has a vehicle inspection been performed?,Yes
25095,12,3,6/17/22 5:34 AM,Is the vehicle free of engine and mechanical issues?,Yes
25095,12,3,6/17/22 5:34 AM,"If engine or mechanical issues, do you have any comments?",NULL
25095,12,3,6/17/22 5:34 AM,Have all fluid levels been checked?,Yes
25095,12,3,6/17/22 5:34 AM,Are all tires within serviceable specs?,Yes
25095,12,3,6/17/22 5:34 AM,Is the lift gate operational and safe?,Yes
25095,12,3,6/17/22 5:34 AM,Any comments?,NULL
25095,12,3,6/17/22 5:34 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25096,12,13,6/17/22 5:16 AM,What is the vehicle number?,12095
25096,12,13,6/17/22 5:16 AM,What is the mileage of the vehicle?,107124
25096,12,13,6/17/22 5:16 AM,Has a vehicle inspection been performed?,Yes
25096,12,13,6/17/22 5:16 AM,Is the vehicle free of engine and mechanical issues?,Yes
25096,12,13,6/17/22 5:16 AM,"If engine or mechanical issues, do you have any comments?",NULL
25096,12,13,6/17/22 5:16 AM,Have all fluid levels been checked?,Yes
25096,12,13,6/17/22 5:16 AM,Are all tires within serviceable specs?,Yes
25096,12,13,6/17/22 5:16 AM,Is the lift gate operational and safe?,Yes
25096,12,13,6/17/22 5:16 AM,Any comments?,NULL
25096,12,13,6/17/22 5:16 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25098,12,32,6/17/22 4:39 AM,What is the vehicle number?,13676
25098,12,32,6/17/22 4:39 AM,What is the mileage of the vehicle?,131200
25098,12,32,6/17/22 4:39 AM,Has a vehicle inspection been performed?,Yes
25098,12,32,6/17/22 4:39 AM,Is the vehicle free of engine and mechanical issues?,Yes
25098,12,32,6/17/22 4:39 AM,"If engine or mechanical issues, do you have any comments?",NULL
25098,12,32,6/17/22 4:39 AM,Have all fluid levels been checked?,Yes
25098,12,32,6/17/22 4:39 AM,Are all tires within serviceable specs?,Yes
25098,12,32,6/17/22 4:39 AM,Is the lift gate operational and safe?,Yes
25098,12,32,6/17/22 4:39 AM,Any comments?,NULL
25098,12,32,6/17/22 4:39 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25057,12,38,6/16/22 5:29 AM,What is the vehicle number?,12760
25057,12,38,6/16/22 5:29 AM,What is the mileage of the vehicle?,180379
25057,12,38,6/16/22 5:29 AM,Has a vehicle inspection been performed?,Yes
25057,12,38,6/16/22 5:29 AM,Is the vehicle free of engine and mechanical issues?,Yes
25057,12,38,6/16/22 5:29 AM,"If engine or mechanical issues, do you have any comments?",can I get my air conditioning in the truck fixed please and thank you 
25057,12,38,6/16/22 5:29 AM,Have all fluid levels been checked?,Yes
25057,12,38,6/16/22 5:29 AM,Are all tires within serviceable specs?,Yes
25057,12,38,6/16/22 5:29 AM,Is the lift gate operational and safe?,Yes
25057,12,38,6/16/22 5:29 AM,Any comments?,truck need air conditioning doesn't blow cold 
25057,12,38,6/16/22 5:29 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25055,12,23,6/16/22 5:29 AM,What is the vehicle number?,13075
25055,12,23,6/16/22 5:29 AM,What is the mileage of the vehicle?,70730
25055,12,23,6/16/22 5:29 AM,Has a vehicle inspection been performed?,Yes
25055,12,23,6/16/22 5:29 AM,Is the vehicle free of engine and mechanical issues?,Yes
25055,12,23,6/16/22 5:29 AM,"If engine or mechanical issues, do you have any comments?",no
25055,12,23,6/16/22 5:29 AM,Have all fluid levels been checked?,Yes
25055,12,23,6/16/22 5:29 AM,Are all tires within serviceable specs?,Yes
25055,12,23,6/16/22 5:29 AM,Is the lift gate operational and safe?,Yes
25055,12,23,6/16/22 5:29 AM,Any comments?,no
25055,12,23,6/16/22 5:29 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25054,12,13,6/16/22 4:55 AM,What is the vehicle number?,12095
25054,12,13,6/16/22 4:55 AM,What is the mileage of the vehicle?,106940
25054,12,13,6/16/22 4:55 AM,Has a vehicle inspection been performed?,Yes
25054,12,13,6/16/22 4:55 AM,Is the vehicle free of engine and mechanical issues?,Yes
25054,12,13,6/16/22 4:55 AM,"If engine or mechanical issues, do you have any comments?",NULL
25054,12,13,6/16/22 4:55 AM,Have all fluid levels been checked?,Yes
25054,12,13,6/16/22 4:55 AM,Are all tires within serviceable specs?,Yes
25054,12,13,6/16/22 4:55 AM,Is the lift gate operational and safe?,Yes
25054,12,13,6/16/22 4:55 AM,Any comments?,NULL
25054,12,13,6/16/22 4:55 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25053,12,3,6/15/22 3:19 PM,What is the vehicle number?,12096
25053,12,3,6/15/22 3:19 PM,What is the mileage of the vehicle?,115800
25053,12,3,6/15/22 3:19 PM,Has a vehicle inspection been performed?,Yes
25053,12,3,6/15/22 3:19 PM,Is the vehicle free of engine and mechanical issues?,Yes
25053,12,3,6/15/22 3:19 PM,"If engine or mechanical issues, do you have any comments?",NULL
25053,12,3,6/15/22 3:19 PM,Have all fluid levels been checked?,Yes
25053,12,3,6/15/22 3:19 PM,Are all tires within serviceable specs?,Yes
25053,12,3,6/15/22 3:19 PM,Is the lift gate operational and safe?,Yes
25053,12,3,6/15/22 3:19 PM,Any comments?,NULL
25053,12,3,6/15/22 3:19 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25056,12,32,6/15/22 1:13 PM,What is the vehicle number?,13676
25056,12,32,6/15/22 1:13 PM,What is the mileage of the vehicle?,131220
25056,12,32,6/15/22 1:13 PM,Has a vehicle inspection been performed?,Yes
25056,12,32,6/15/22 1:13 PM,Is the vehicle free of engine and mechanical issues?,Yes
25056,12,32,6/15/22 1:13 PM,"If engine or mechanical issues, do you have any comments?",NULL
25056,12,32,6/15/22 1:13 PM,Have all fluid levels been checked?,Yes
25056,12,32,6/15/22 1:13 PM,Are all tires within serviceable specs?,Yes
25056,12,32,6/15/22 1:13 PM,Is the lift gate operational and safe?,Yes
25056,12,32,6/15/22 1:13 PM,Any comments?,NULL
25056,12,32,6/15/22 1:13 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25020,12,35,6/15/22 10:07 AM,What is the vehicle number?,11282
25020,12,35,6/15/22 10:07 AM,What is the mileage of the vehicle?,264181
25020,12,35,6/15/22 10:07 AM,Has a vehicle inspection been performed?,Yes
25020,12,35,6/15/22 10:07 AM,Is the vehicle free of engine and mechanical issues?,Yes
25020,12,35,6/15/22 10:07 AM,"If engine or mechanical issues, do you have any comments?",NULL
25020,12,35,6/15/22 10:07 AM,Have all fluid levels been checked?,Yes
25020,12,35,6/15/22 10:07 AM,Are all tires within serviceable specs?,Yes
25020,12,35,6/15/22 10:07 AM,Is the lift gate operational and safe?,Yes
25020,12,35,6/15/22 10:07 AM,Any comments?,NULL
25020,12,35,6/15/22 10:07 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25018,12,23,6/15/22 5:22 AM,What is the vehicle number?,23
25018,12,23,6/15/22 5:22 AM,What is the mileage of the vehicle?,70579
25018,12,23,6/15/22 5:22 AM,Has a vehicle inspection been performed?,Yes
25018,12,23,6/15/22 5:22 AM,Is the vehicle free of engine and mechanical issues?,Yes
25018,12,23,6/15/22 5:22 AM,"If engine or mechanical issues, do you have any comments?",no
25018,12,23,6/15/22 5:22 AM,Have all fluid levels been checked?,Yes
25018,12,23,6/15/22 5:22 AM,Are all tires within serviceable specs?,Yes
25018,12,23,6/15/22 5:22 AM,Is the lift gate operational and safe?,Yes
25018,12,23,6/15/22 5:22 AM,Any comments?,na
25018,12,23,6/15/22 5:22 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25016,12,3,6/15/22 5:05 AM,What is the vehicle number?,12096
25016,12,3,6/15/22 5:05 AM,What is the mileage of the vehicle?,115454
25016,12,3,6/15/22 5:05 AM,Has a vehicle inspection been performed?,Yes
25016,12,3,6/15/22 5:05 AM,Is the vehicle free of engine and mechanical issues?,Yes
25016,12,3,6/15/22 5:05 AM,"If engine or mechanical issues, do you have any comments?",NULL
25016,12,3,6/15/22 5:05 AM,Have all fluid levels been checked?,Yes
25016,12,3,6/15/22 5:05 AM,Are all tires within serviceable specs?,Yes
25016,12,3,6/15/22 5:05 AM,Is the lift gate operational and safe?,Yes
25016,12,3,6/15/22 5:05 AM,Any comments?,NULL
25016,12,3,6/15/22 5:05 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25017,12,13,6/15/22 5:03 AM,What is the vehicle number?,12095
25017,12,13,6/15/22 5:03 AM,What is the mileage of the vehicle?,106801
25017,12,13,6/15/22 5:03 AM,Has a vehicle inspection been performed?,Yes
25017,12,13,6/15/22 5:03 AM,Is the vehicle free of engine and mechanical issues?,Yes
25017,12,13,6/15/22 5:03 AM,"If engine or mechanical issues, do you have any comments?",NULL
25017,12,13,6/15/22 5:03 AM,Have all fluid levels been checked?,Yes
25017,12,13,6/15/22 5:03 AM,Are all tires within serviceable specs?,Yes
25017,12,13,6/15/22 5:03 AM,Is the lift gate operational and safe?,Yes
25017,12,13,6/15/22 5:03 AM,Any comments?,NULL
25017,12,13,6/15/22 5:03 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25019,12,32,6/15/22 4:21 AM,What is the vehicle number?,13676
25019,12,32,6/15/22 4:21 AM,What is the mileage of the vehicle?,131112
25019,12,32,6/15/22 4:21 AM,Has a vehicle inspection been performed?,Yes
25019,12,32,6/15/22 4:21 AM,Is the vehicle free of engine and mechanical issues?,Yes
25019,12,32,6/15/22 4:21 AM,"If engine or mechanical issues, do you have any comments?",NULL
25019,12,32,6/15/22 4:21 AM,Have all fluid levels been checked?,Yes
25019,12,32,6/15/22 4:21 AM,Are all tires within serviceable specs?,Yes
25019,12,32,6/15/22 4:21 AM,Is the lift gate operational and safe?,Yes
25019,12,32,6/15/22 4:21 AM,Any comments?,NULL
25019,12,32,6/15/22 4:21 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
25023,12,38,6/14/22 3:22 PM,What is the vehicle number?,12760
25023,12,38,6/14/22 3:22 PM,What is the mileage of the vehicle?,180208
25023,12,38,6/14/22 3:22 PM,Has a vehicle inspection been performed?,Yes
25023,12,38,6/14/22 3:22 PM,Is the vehicle free of engine and mechanical issues?,Yes
25023,12,38,6/14/22 3:22 PM,"If engine or mechanical issues, do you have any comments?",NULL
25023,12,38,6/14/22 3:22 PM,Have all fluid levels been checked?,Yes
25023,12,38,6/14/22 3:22 PM,Are all tires within serviceable specs?,Yes
25023,12,38,6/14/22 3:22 PM,Is the lift gate operational and safe?,Yes
