rl_ID,rl_Branch,rl_Route,rl_CompleteTime,ri_Prompt,ri_Response,rl_Date
30682,15,50,12/26/22 6:17 AM,Is the lift gate operational and safe?,Yes,12/26/2022
30682,15,50,12/26/22 6:17 AM,Any comments?,NULL,12/26/2022
30682,15,50,12/26/22 6:17 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/26/2022
30694,15,8040,12/26/22 5:59 AM,What is the vehicle number?,11176,12/26/2022
30694,15,8040,12/26/22 5:59 AM,What is the mileage of the vehicle?,61045,12/26/2022
30694,15,8040,12/26/22 5:59 AM,Has a vehicle inspection been performed?,Yes,12/26/2022
30694,15,8040,12/26/22 5:59 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/26/2022
30694,15,8040,12/26/22 5:59 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/26/2022
30694,15,8040,12/26/22 5:59 AM,Have all fluid levels been checked?,Yes,12/26/2022
30694,15,8040,12/26/22 5:59 AM,Are all tires within serviceable specs?,Yes,12/26/2022
30694,15,8040,12/26/22 5:59 AM,Is the lift gate operational and safe?,Yes,12/26/2022
30694,15,8040,12/26/22 5:59 AM,Any comments?,NULL,12/26/2022
30694,15,8040,12/26/22 5:59 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/26/2022
30674,15,12,12/23/22 7:44 AM,What is the vehicle number?,16467,12/23/2022
30674,15,12,12/23/22 7:44 AM,What is the mileage of the vehicle?,3393,12/23/2022
30674,15,12,12/23/22 7:44 AM,Has a vehicle inspection been performed?,Yes,12/23/2022
30674,15,12,12/23/22 7:44 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/23/2022
30674,15,12,12/23/22 7:44 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/23/2022
30674,15,12,12/23/22 7:44 AM,Have all fluid levels been checked?,Yes,12/23/2022
30674,15,12,12/23/22 7:44 AM,Are all tires within serviceable specs?,Yes,12/23/2022
30674,15,12,12/23/22 7:44 AM,Is the lift gate operational and safe?,Yes,12/23/2022
30674,15,12,12/23/22 7:44 AM,Any comments?,NULL,12/23/2022
30674,15,12,12/23/22 7:44 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/23/2022
30654,15,47,12/22/22 9:07 PM,What is the vehicle number?,13660,12/23/2022
30654,15,47,12/22/22 9:07 PM,What is the mileage of the vehicle?,189528,12/23/2022
30654,15,47,12/22/22 9:07 PM,Has a vehicle inspection been performed?,Yes,12/23/2022
30654,15,47,12/22/22 9:07 PM,Is the vehicle free of engine and mechanical issues?,Yes,12/23/2022
30654,15,47,12/22/22 9:07 PM,"If engine or mechanical issues, do you have any comments?",n,12/23/2022
30654,15,47,12/22/22 9:07 PM,Have all fluid levels been checked?,Yes,12/23/2022
30654,15,47,12/22/22 9:07 PM,Are all tires within serviceable specs?,Yes,12/23/2022
30654,15,47,12/22/22 9:07 PM,Is the lift gate operational and safe?,Yes,12/23/2022
30654,15,47,12/22/22 9:07 PM,Any comments?,n,12/23/2022
30654,15,47,12/22/22 9:07 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/23/2022
30675,15,8010,12/22/22 5:48 PM,What is the vehicle number?,3949,12/23/2022
30675,15,8010,12/22/22 5:48 PM,What is the mileage of the vehicle?,38493,12/23/2022
30675,15,8010,12/22/22 5:48 PM,Has a vehicle inspection been performed?,Yes,12/23/2022
30675,15,8010,12/22/22 5:48 PM,Is the vehicle free of engine and mechanical issues?,Yes,12/23/2022
30675,15,8010,12/22/22 5:48 PM,"If engine or mechanical issues, do you have any comments?",NULL,12/23/2022
30675,15,8010,12/22/22 5:48 PM,Have all fluid levels been checked?,Yes,12/23/2022
30675,15,8010,12/22/22 5:48 PM,Are all tires within serviceable specs?,Yes,12/23/2022
30675,15,8010,12/22/22 5:48 PM,Is the lift gate operational and safe?,Yes,12/23/2022
30675,15,8010,12/22/22 5:48 PM,Any comments?,NULL,12/23/2022
30675,15,8010,12/22/22 5:48 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/23/2022
30672,15,56,12/22/22 3:54 PM,What is the vehicle number?,13664,12/23/2022
30672,15,56,12/22/22 3:54 PM,What is the mileage of the vehicle?,1,12/23/2022
30672,15,56,12/22/22 3:54 PM,Has a vehicle inspection been performed?,Yes,12/23/2022
30672,15,56,12/22/22 3:54 PM,Is the vehicle free of engine and mechanical issues?,Yes,12/23/2022
30672,15,56,12/22/22 3:54 PM,"If engine or mechanical issues, do you have any comments?",NULL,12/23/2022
30672,15,56,12/22/22 3:54 PM,Have all fluid levels been checked?,Yes,12/23/2022
30672,15,56,12/22/22 3:54 PM,Are all tires within serviceable specs?,Yes,12/23/2022
30672,15,56,12/22/22 3:54 PM,Is the lift gate operational and safe?,Yes,12/23/2022
30672,15,56,12/22/22 3:54 PM,Any comments?,NULL,12/23/2022
30672,15,56,12/22/22 3:54 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/23/2022
30623,15,6,12/22/22 3:31 PM,What is the vehicle number?,13663,12/23/2022
30623,15,6,12/22/22 3:31 PM,What is the mileage of the vehicle?,162444,12/23/2022
30623,15,6,12/22/22 3:31 PM,Has a vehicle inspection been performed?,Yes,12/23/2022
30623,15,6,12/22/22 3:31 PM,Is the vehicle free of engine and mechanical issues?,Yes,12/23/2022
30623,15,6,12/22/22 3:31 PM,"If engine or mechanical issues, do you have any comments?",NULL,12/23/2022
30623,15,6,12/22/22 3:31 PM,Have all fluid levels been checked?,Yes,12/23/2022
30623,15,6,12/22/22 3:31 PM,Are all tires within serviceable specs?,Yes,12/23/2022
30623,15,6,12/22/22 3:31 PM,Is the lift gate operational and safe?,Yes,12/23/2022
30623,15,6,12/22/22 3:31 PM,Any comments?,liftgate barely moves ,12/23/2022
30623,15,6,12/22/22 3:31 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/23/2022
30631,15,51,12/22/22 1:13 PM,What is the vehicle number?,13661,12/23/2022
30631,15,51,12/22/22 1:13 PM,What is the mileage of the vehicle?,155522,12/23/2022
30631,15,51,12/22/22 1:13 PM,Has a vehicle inspection been performed?,Yes,12/23/2022
30631,15,51,12/22/22 1:13 PM,Is the vehicle free of engine and mechanical issues?,Yes,12/23/2022
30631,15,51,12/22/22 1:13 PM,"If engine or mechanical issues, do you have any comments?",no,12/23/2022
30631,15,51,12/22/22 1:13 PM,Have all fluid levels been checked?,Yes,12/23/2022
30631,15,51,12/22/22 1:13 PM,Are all tires within serviceable specs?,Yes,12/23/2022
30631,15,51,12/22/22 1:13 PM,Is the lift gate operational and safe?,Yes,12/23/2022
30631,15,51,12/22/22 1:13 PM,Any comments?,no,12/23/2022
30631,15,51,12/22/22 1:13 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/23/2022
30622,15,8040,12/22/22 12:18 PM,What is the vehicle number?,11176,12/23/2022
30622,15,8040,12/22/22 12:18 PM,What is the mileage of the vehicle?,60185,12/23/2022
30622,15,8040,12/22/22 12:18 PM,Has a vehicle inspection been performed?,Yes,12/23/2022
30622,15,8040,12/22/22 12:18 PM,Is the vehicle free of engine and mechanical issues?,Yes,12/23/2022
30622,15,8040,12/22/22 12:18 PM,"If engine or mechanical issues, do you have any comments?",NULL,12/23/2022
30622,15,8040,12/22/22 12:18 PM,Have all fluid levels been checked?,Yes,12/23/2022
30622,15,8040,12/22/22 12:18 PM,Are all tires within serviceable specs?,Yes,12/23/2022
30622,15,8040,12/22/22 12:18 PM,Is the lift gate operational and safe?,Yes,12/23/2022
30622,15,8040,12/22/22 12:18 PM,Any comments?,NULL,12/23/2022
30622,15,8040,12/22/22 12:18 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/23/2022
30632,15,52,12/22/22 11:55 AM,What is the vehicle number?,12763,12/23/2022
30632,15,52,12/22/22 11:55 AM,What is the mileage of the vehicle?,143139,12/23/2022
30632,15,52,12/22/22 11:55 AM,Has a vehicle inspection been performed?,Yes,12/23/2022
30632,15,52,12/22/22 11:55 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/23/2022
30632,15,52,12/22/22 11:55 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/23/2022
30632,15,52,12/22/22 11:55 AM,Have all fluid levels been checked?,Yes,12/23/2022
30632,15,52,12/22/22 11:55 AM,Are all tires within serviceable specs?,Yes,12/23/2022
30632,15,52,12/22/22 11:55 AM,Is the lift gate operational and safe?,Yes,12/23/2022
30632,15,52,12/22/22 11:55 AM,Any comments?,NULL,12/23/2022
30632,15,52,12/22/22 11:55 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/23/2022
30676,15,50,12/22/22 9:51 AM,What is the vehicle number?,8393,12/23/2022
30676,15,50,12/22/22 9:51 AM,What is the mileage of the vehicle?,29394,12/23/2022
30676,15,50,12/22/22 9:51 AM,Has a vehicle inspection been performed?,Yes,12/23/2022
30676,15,50,12/22/22 9:51 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/23/2022
30676,15,50,12/22/22 9:51 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/23/2022
30676,15,50,12/22/22 9:51 AM,Have all fluid levels been checked?,Yes,12/23/2022
30676,15,50,12/22/22 9:51 AM,Are all tires within serviceable specs?,Yes,12/23/2022
30676,15,50,12/22/22 9:51 AM,Is the lift gate operational and safe?,Yes,12/23/2022
30676,15,50,12/22/22 9:51 AM,Any comments?,NULL,12/23/2022
30676,15,50,12/22/22 9:51 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/23/2022
30627,15,12,12/22/22 8:21 AM,What is the vehicle number?,16367,12/22/2022
30627,15,12,12/22/22 8:21 AM,What is the mileage of the vehicle?,3360,12/22/2022
30627,15,12,12/22/22 8:21 AM,Has a vehicle inspection been performed?,Yes,12/22/2022
30627,15,12,12/22/22 8:21 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/22/2022
30627,15,12,12/22/22 8:21 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/22/2022
30627,15,12,12/22/22 8:21 AM,Have all fluid levels been checked?,Yes,12/22/2022
30627,15,12,12/22/22 8:21 AM,Are all tires within serviceable specs?,Yes,12/22/2022
30627,15,12,12/22/22 8:21 AM,Is the lift gate operational and safe?,Yes,12/22/2022
30627,15,12,12/22/22 8:21 AM,Any comments?,NULL,12/22/2022
30627,15,12,12/22/22 8:21 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/22/2022
30603,15,52,12/22/22 8:19 AM,What is the vehicle number?,12763,12/22/2022
30603,15,52,12/22/22 8:19 AM,What is the mileage of the vehicle?,143122,12/22/2022
30603,15,52,12/22/22 8:19 AM,Has a vehicle inspection been performed?,Yes,12/22/2022
30603,15,52,12/22/22 8:19 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/22/2022
30603,15,52,12/22/22 8:19 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/22/2022
30603,15,52,12/22/22 8:19 AM,Have all fluid levels been checked?,Yes,12/22/2022
30603,15,52,12/22/22 8:19 AM,Are all tires within serviceable specs?,Yes,12/22/2022
30603,15,52,12/22/22 8:19 AM,Is the lift gate operational and safe?,Yes,12/22/2022
30603,15,52,12/22/22 8:19 AM,Any comments?,NULL,12/22/2022
30603,15,52,12/22/22 8:19 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/22/2022
30606,15,6,12/22/22 7:04 AM,What is the vehicle number?,13663,12/22/2022
30606,15,6,12/22/22 7:04 AM,What is the mileage of the vehicle?,162328,12/22/2022
30606,15,6,12/22/22 7:04 AM,Has a vehicle inspection been performed?,Yes,12/22/2022
30606,15,6,12/22/22 7:04 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/22/2022
30606,15,6,12/22/22 7:04 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/22/2022
30606,15,6,12/22/22 7:04 AM,Have all fluid levels been checked?,Yes,12/22/2022
30606,15,6,12/22/22 7:04 AM,Are all tires within serviceable specs?,Yes,12/22/2022
30606,15,6,12/22/22 7:04 AM,Is the lift gate operational and safe?,Yes,12/22/2022
30606,15,6,12/22/22 7:04 AM,Any comments?,liftgate barely moves ,12/22/2022
30606,15,6,12/22/22 7:04 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/22/2022
30605,15,8010,12/22/22 7:01 AM,What is the vehicle number?,11263,12/22/2022
30605,15,8010,12/22/22 7:01 AM,What is the mileage of the vehicle?,52068,12/22/2022
30605,15,8010,12/22/22 7:01 AM,Has a vehicle inspection been performed?,Yes,12/22/2022
30605,15,8010,12/22/22 7:01 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/22/2022
30605,15,8010,12/22/22 7:01 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/22/2022
30605,15,8010,12/22/22 7:01 AM,Have all fluid levels been checked?,Yes,12/22/2022
30605,15,8010,12/22/22 7:01 AM,Are all tires within serviceable specs?,Yes,12/22/2022
30605,15,8010,12/22/22 7:01 AM,Is the lift gate operational and safe?,Yes,12/22/2022
30605,15,8010,12/22/22 7:01 AM,Any comments?,NULL,12/22/2022
30605,15,8010,12/22/22 7:01 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/22/2022
30653,15,47,12/22/22 6:51 AM,What is the vehicle number?,13660,12/22/2022
30653,15,47,12/22/22 6:51 AM,What is the mileage of the vehicle?,189444,12/22/2022
30653,15,47,12/22/22 6:51 AM,Has a vehicle inspection been performed?,Yes,12/22/2022
30653,15,47,12/22/22 6:51 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/22/2022
30653,15,47,12/22/22 6:51 AM,"If engine or mechanical issues, do you have any comments?",n,12/22/2022
30653,15,47,12/22/22 6:51 AM,Have all fluid levels been checked?,Yes,12/22/2022
30653,15,47,12/22/22 6:51 AM,Are all tires within serviceable specs?,Yes,12/22/2022
30653,15,47,12/22/22 6:51 AM,Is the lift gate operational and safe?,Yes,12/22/2022
30653,15,47,12/22/22 6:51 AM,Any comments?,n,12/22/2022
30653,15,47,12/22/22 6:51 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/22/2022
30644,15,50,12/22/22 6:21 AM,What is the vehicle number?,15469,12/22/2022
30644,15,50,12/22/22 6:21 AM,What is the mileage of the vehicle?,290351,12/22/2022
30644,15,50,12/22/22 6:21 AM,Has a vehicle inspection been performed?,Yes,12/22/2022
30644,15,50,12/22/22 6:21 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/22/2022
30644,15,50,12/22/22 6:21 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/22/2022
30644,15,50,12/22/22 6:21 AM,Have all fluid levels been checked?,Yes,12/22/2022
30644,15,50,12/22/22 6:21 AM,Are all tires within serviceable specs?,Yes,12/22/2022
30644,15,50,12/22/22 6:21 AM,Is the lift gate operational and safe?,Yes,12/22/2022
30644,15,50,12/22/22 6:21 AM,Any comments?,NULL,12/22/2022
30644,15,50,12/22/22 6:21 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/22/2022
30604,15,8040,12/22/22 5:50 AM,What is the vehicle number?,11176,12/22/2022
30604,15,8040,12/22/22 5:50 AM,What is the mileage of the vehicle?,60142,12/22/2022
30604,15,8040,12/22/22 5:50 AM,Has a vehicle inspection been performed?,Yes,12/22/2022
30604,15,8040,12/22/22 5:50 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/22/2022
30604,15,8040,12/22/22 5:50 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/22/2022
30604,15,8040,12/22/22 5:50 AM,Have all fluid levels been checked?,Yes,12/22/2022
30604,15,8040,12/22/22 5:50 AM,Are all tires within serviceable specs?,Yes,12/22/2022
30604,15,8040,12/22/22 5:50 AM,Is the lift gate operational and safe?,Yes,12/22/2022
30604,15,8040,12/22/22 5:50 AM,Any comments?,NULL,12/22/2022
30604,15,8040,12/22/22 5:50 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/22/2022
30602,15,51,12/22/22 4:00 AM,What is the vehicle number?,13661,12/22/2022
30602,15,51,12/22/22 4:00 AM,What is the mileage of the vehicle?,155399,12/22/2022
30602,15,51,12/22/22 4:00 AM,Has a vehicle inspection been performed?,Yes,12/22/2022
30602,15,51,12/22/22 4:00 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/22/2022
30602,15,51,12/22/22 4:00 AM,"If engine or mechanical issues, do you have any comments?",no,12/22/2022
30602,15,51,12/22/22 4:00 AM,Have all fluid levels been checked?,Yes,12/22/2022
30602,15,51,12/22/22 4:00 AM,Are all tires within serviceable specs?,Yes,12/22/2022
30602,15,51,12/22/22 4:00 AM,Is the lift gate operational and safe?,Yes,12/22/2022
30602,15,51,12/22/22 4:00 AM,Any comments?,no,12/22/2022
30602,15,51,12/22/22 4:00 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/22/2022
30626,15,56,12/21/22 3:15 PM,What is the vehicle number?,13664,12/22/2022
30626,15,56,12/21/22 3:15 PM,What is the mileage of the vehicle?,1,12/22/2022
30626,15,56,12/21/22 3:15 PM,Has a vehicle inspection been performed?,Yes,12/22/2022
30626,15,56,12/21/22 3:15 PM,Is the vehicle free of engine and mechanical issues?,Yes,12/22/2022
30626,15,56,12/21/22 3:15 PM,"If engine or mechanical issues, do you have any comments?",NULL,12/22/2022
30626,15,56,12/21/22 3:15 PM,Have all fluid levels been checked?,Yes,12/22/2022
30626,15,56,12/21/22 3:15 PM,Are all tires within serviceable specs?,Yes,12/22/2022
30626,15,56,12/21/22 3:15 PM,Is the lift gate operational and safe?,Yes,12/22/2022
30626,15,56,12/21/22 3:15 PM,Any comments?,NULL,12/22/2022
30626,15,56,12/21/22 3:15 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/22/2022
30597,15,12,12/21/22 10:45 AM,What is the vehicle number?,16367,12/21/2022
30597,15,12,12/21/22 10:45 AM,What is the mileage of the vehicle?,3290,12/21/2022
30597,15,12,12/21/22 10:45 AM,Has a vehicle inspection been performed?,Yes,12/21/2022
30597,15,12,12/21/22 10:45 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/21/2022
30597,15,12,12/21/22 10:45 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/21/2022
30597,15,12,12/21/22 10:45 AM,Have all fluid levels been checked?,Yes,12/21/2022
30597,15,12,12/21/22 10:45 AM,Are all tires within serviceable specs?,Yes,12/21/2022
30597,15,12,12/21/22 10:45 AM,Is the lift gate operational and safe?,Yes,12/21/2022
30597,15,12,12/21/22 10:45 AM,Any comments?,NULL,12/21/2022
30597,15,12,12/21/22 10:45 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/21/2022
30599,15,8010,12/21/22 8:15 AM,What is the vehicle number?,11263,12/21/2022
30599,15,8010,12/21/22 8:15 AM,What is the mileage of the vehicle?,51290,12/21/2022
30599,15,8010,12/21/22 8:15 AM,Has a vehicle inspection been performed?,Yes,12/21/2022
30599,15,8010,12/21/22 8:15 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/21/2022
30599,15,8010,12/21/22 8:15 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/21/2022
30599,15,8010,12/21/22 8:15 AM,Have all fluid levels been checked?,Yes,12/21/2022
30599,15,8010,12/21/22 8:15 AM,Are all tires within serviceable specs?,Yes,12/21/2022
30599,15,8010,12/21/22 8:15 AM,Is the lift gate operational and safe?,Yes,12/21/2022
30599,15,8010,12/21/22 8:15 AM,Any comments?,NULL,12/21/2022
30599,15,8010,12/21/22 8:15 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/21/2022
30560,15,52,12/21/22 8:06 AM,What is the vehicle number?,12763,12/21/2022
30560,15,52,12/21/22 8:06 AM,What is the mileage of the vehicle?,4,12/21/2022
30560,15,52,12/21/22 8:06 AM,Has a vehicle inspection been performed?,Yes,12/21/2022
30560,15,52,12/21/22 8:06 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/21/2022
30560,15,52,12/21/22 8:06 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/21/2022
30560,15,52,12/21/22 8:06 AM,Have all fluid levels been checked?,Yes,12/21/2022
30560,15,52,12/21/22 8:06 AM,Are all tires within serviceable specs?,Yes,12/21/2022
30560,15,52,12/21/22 8:06 AM,Is the lift gate operational and safe?,Yes,12/21/2022
30560,15,52,12/21/22 8:06 AM,Any comments?,NULL,12/21/2022
30560,15,52,12/21/22 8:06 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/21/2022
30561,15,50,12/21/22 6:01 AM,What is the vehicle number?,15469,12/21/2022
30561,15,50,12/21/22 6:01 AM,What is the mileage of the vehicle?,290268,12/21/2022
30561,15,50,12/21/22 6:01 AM,Has a vehicle inspection been performed?,Yes,12/21/2022
30561,15,50,12/21/22 6:01 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/21/2022
30561,15,50,12/21/22 6:01 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/21/2022
30561,15,50,12/21/22 6:01 AM,Have all fluid levels been checked?,Yes,12/21/2022
30561,15,50,12/21/22 6:01 AM,Are all tires within serviceable specs?,Yes,12/21/2022
30561,15,50,12/21/22 6:01 AM,Is the lift gate operational and safe?,Yes,12/21/2022
30561,15,50,12/21/22 6:01 AM,Any comments?,NULL,12/21/2022
30561,15,50,12/21/22 6:01 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/21/2022
30574,15,47,12/21/22 5:50 AM,What is the vehicle number?,13660,12/21/2022
30574,15,47,12/21/22 5:50 AM,What is the mileage of the vehicle?,189321,12/21/2022
30574,15,47,12/21/22 5:50 AM,Has a vehicle inspection been performed?,Yes,12/21/2022
30574,15,47,12/21/22 5:50 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/21/2022
30574,15,47,12/21/22 5:50 AM,"If engine or mechanical issues, do you have any comments?",n,12/21/2022
30574,15,47,12/21/22 5:50 AM,Have all fluid levels been checked?,Yes,12/21/2022
30574,15,47,12/21/22 5:50 AM,Are all tires within serviceable specs?,Yes,12/21/2022
30574,15,47,12/21/22 5:50 AM,Is the lift gate operational and safe?,Yes,12/21/2022
30574,15,47,12/21/22 5:50 AM,Any comments?,n,12/21/2022
30574,15,47,12/21/22 5:50 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/21/2022
30571,15,6,12/21/22 5:43 AM,What is the vehicle number?,13663,12/21/2022
30571,15,6,12/21/22 5:43 AM,What is the mileage of the vehicle?,162259,12/21/2022
30571,15,6,12/21/22 5:43 AM,Has a vehicle inspection been performed?,Yes,12/21/2022
30571,15,6,12/21/22 5:43 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/21/2022
30571,15,6,12/21/22 5:43 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/21/2022
30571,15,6,12/21/22 5:43 AM,Have all fluid levels been checked?,Yes,12/21/2022
30571,15,6,12/21/22 5:43 AM,Are all tires within serviceable specs?,Yes,12/21/2022
30571,15,6,12/21/22 5:43 AM,Is the lift gate operational and safe?,Yes,12/21/2022
30571,15,6,12/21/22 5:43 AM,Any comments?,liftgate barely moves ,12/21/2022
30571,15,6,12/21/22 5:43 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/21/2022
30563,15,8040,12/21/22 5:40 AM,What is the vehicle number?,11176,12/21/2022
30563,15,8040,12/21/22 5:40 AM,What is the mileage of the vehicle?,60093,12/21/2022
30563,15,8040,12/21/22 5:40 AM,Has a vehicle inspection been performed?,Yes,12/21/2022
30563,15,8040,12/21/22 5:40 AM,Is the vehicle free of engine and mechanical issues?,Yes,12/21/2022
30563,15,8040,12/21/22 5:40 AM,"If engine or mechanical issues, do you have any comments?",NULL,12/21/2022
30563,15,8040,12/21/22 5:40 AM,Have all fluid levels been checked?,Yes,12/21/2022
30563,15,8040,12/21/22 5:40 AM,Are all tires within serviceable specs?,Yes,12/21/2022
30563,15,8040,12/21/22 5:40 AM,Is the lift gate operational and safe?,Yes,12/21/2022
30563,15,8040,12/21/22 5:40 AM,Any comments?,NULL,12/21/2022
30563,15,8040,12/21/22 5:40 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,12/21/2022
30570,15,56,12/20/22 5:06 PM,What is the vehicle number?,13664,12/21/2022
30570,15,56,12/20/22 5:06 PM,What is the mileage of the vehicle?,1,12/21/2022
30570,15,56,12/20/22 5:06 PM,Has a vehicle inspection been performed?,Yes,12/21/2022
30570,15,56,12/20/22 5:06 PM,Is the vehicle free of engine and mechanical issues?,Yes,12/21/2022
